surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,cp_data,outcome
1,1,527709,38.8,129.0,51.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,6.2,2.0,1.0,57.0,8.0,1.0,6.6,1,2206,0,0.0
1,0,5301219,38.2,128.0,36.0,3.0,2.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,6.0,0.0,1.0,57.0,8.9,1.0,4.5,1,2209,1,2.0
1,1,530366,37.5,60.0,12.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,45.0,6.6,0.0,4.5,1,2208,1,0.0
1,1,527706,37.5,86.0,24.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,4.5,0.0,1.0,56.0,7.8,1.0,3.9,1,2205,1,2.0
1,1,5287179,36.0,114.0,36.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,4.5,0.0,1.0,44.0,6.2,1.0,4.3,1,2208,1,2.0
0,1,528469,38.1,92.0,28.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,2.0,,40.0,6.8,0.0,2.6,0,2113,1,0.0
1,1,527544,38.5,56.0,30.0,3.0,2.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,43.0,7.5,1.0,2.0,1,2205,0,2.0
0,1,528742,37.8,44.0,12.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,32.0,7.0,1.0,4.7,0,0,1,0.0
1,1,530001,38.6,48.0,16.0,3.0,0.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,6.5,1.0,,32.0,6.5,1.0,6.0,1,2209,1,1.0
0,0,529888,40.3,114.0,36.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,2.0,1.0,48.0,6.5,1.0,4.5,1,7400,0,2.0
1,1,530002,39.6,88.0,51.0,3.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,4.5,0.0,1.0,73.0,6.6,1.0,2.6,0,2208,0,2.0
0,1,529518,38.3,96.0,25.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,1.0,1.0,6.5,0.0,,45.0,6.7,2.0,3.0,1,3115,0,2.0
1,1,528548,37.3,48.0,12.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,44.0,6.0,,3.6,1,2124,1,0.0
1,1,530612,37.3,88.0,24.0,3.0,2.0,5.0,0.0,2.0,0.0,0.0,,1.0,1.0,0.0,1.0,66.0,6.0,1.0,3.4,1,2208,0,1.0
0,1,534004,38.1,88.0,32.0,3.0,2.0,2.0,0.0,,2.0,,,1.0,1.0,0.0,1.0,55.0,60.0,,2.0,0,2209,0,1.0
0,1,529703,38.2,52.0,24.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,5.5,0.0,,52.0,8.1,0.0,1.6,0,11300,1,0.0
1,1,529667,39.1,48.0,32.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,6.5,0.0,1.0,41.0,7.5,2.0,2.6,1,2209,0,0.0
0,1,534183,38.5,92.0,30.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,,52.0,81.0,0.0,2.0,1,3205,0,1.0
0,1,529399,39.3,120.0,24.0,3.0,2.0,5.0,1.0,4.0,0.0,3.0,0.0,1.0,5.0,0.0,1.0,65.0,8.5,1.0,3.4,0,2111,1,2.0
0,1,529796,38.0,52.0,24.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,5.3,2.0,,38.0,7.3,2.0,5.0,0,0,1,0.0
1,1,528006,39.2,112.0,16.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,50.0,7.0,0.0,2.9,0,2209,1,0.0
0,1,528299,38.3,52.0,12.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,2.0,,32.0,6.0,0.0,1.6,0,3111,1,0.0
0,1,534092,39.5,108.0,51.0,3.0,2.0,5.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,,,50.0,13.0,2.0,2.0,1,2113,1,0.0
1,1,533902,37.8,48.0,12.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,4.0,3.0,1.0,41.0,70.0,0.0,2.0,1,7209,1,0.0
0,1,529642,37.6,48.0,18.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,5.5,,3.0,42.0,7.4,0.0,2.8,0,3111,0,0.0
1,1,527563,37.8,52.0,24.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,5.7,3.0,,48.0,6.6,2.0,3.7,1,5400,0,2.0
0,1,530544,37.4,48.0,12.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,1.0,3.0,49.0,8.0,2.0,5.0,0,0,0,0.0
0,1,528151,39.3,114.0,36.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,7.0,0.0,0.0,50.0,7.9,1.0,6.0,0,4124,1,2.0
1,1,530301,38.6,48.0,24.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,,1.0,6.0,2.0,3.0,45.0,6.4,2.0,3.6,1,4205,1,2.0
0,1,534135,38.1,40.0,16.0,,,,0.0,,,,,1.0,1.0,,0.0,31.0,75.0,,1.0,1,2208,0,1.0
1,1,529796,37.8,96.0,24.0,3.0,2.0,2.0,1.0,4.0,0.0,3.0,0.0,1.0,5.0,0.0,1.0,52.0,7.5,1.0,4.5,1,5400,0,2.0
1,1,534115,38.5,60.0,10.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,,2.0,2.0,0.0,,50.0,77.0,1.0,2.0,1,0,0,0.0
1,1,534788,37.5,48.0,30.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,48.0,74.0,,2.0,0,5111,0,0.0
0,1,530381,38.1,124.0,40.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,,1.0,55.0,8.1,1.0,2.0,1,2208,0,1.0
1,1,527518,36.6,82.0,36.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,4.5,2.0,0.0,45.0,7.0,0.0,2.0,1,2209,1,0.0
0,1,529703,38.0,56.0,40.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,7.0,1.0,,40.0,7.5,0.0,2.3,0,5000,1,0.0
0,1,529498,37.8,114.0,36.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,2.0,1.0,55.0,8.1,1.0,4.5,1,2205,0,0.0
1,1,528178,37.7,66.0,12.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,31.5,6.1,1.0,4.3,1,2208,1,0.0
1,1,534787,38.0,36.0,24.0,3.0,2.0,2.0,1.0,5.0,0.0,3.0,2.0,1.0,2.0,,,52.0,75.0,0.0,2.0,0,3111,0,1.0
1,1,529461,36.5,114.0,36.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,57.0,8.1,1.0,4.5,1,3205,0,2.0
0,0,529172,37.4,84.0,30.0,3.0,2.0,1.0,0.0,5.0,2.0,2.0,0.0,2.0,6.5,1.0,,48.0,7.5,0.0,2.5,1,2300,0,2.0
1,1,535043,39.3,100.0,51.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,,1.0,68.0,13.0,1.0,2.0,1,2205,1,1.0
1,1,5299629,38.0,40.0,26.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,45.0,5.9,0.0,1.3,1,2205,1,0.0
1,1,533942,36.7,100.0,24.0,3.0,2.0,2.0,0.0,,0.0,3.0,1.0,1.0,2.0,2.0,0.0,52.0,75.0,1.0,2.0,1,2205,0,1.0
1,1,534324,39.2,48.0,28.0,2.0,0.0,,0.0,2.0,,0.0,1.0,1.0,5.5,,,41.0,68.0,0.0,2.0,1,2209,1,0.0
1,1,5287179,38.3,88.0,28.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,4.5,1.0,,48.0,6.1,2.0,2.6,1,5206,0,2.0
1,1,528523,38.0,66.0,16.0,2.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,,,43.0,3.7,0.0,3.6,1,3133,1,0.0
0,1,529135,38.8,86.0,16.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,0.0,0.0,73.0,8.2,2.0,10.1,1,4205,1,2.0
0,1,529272,38.3,112.0,16.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,,0.0,51.0,6.0,1.0,1.0,1,5205,1,1.0
1,0,529642,37.5,84.0,40.0,3.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,43.0,6.0,2.0,2.6,1,7111,1,0.0
1,1,527563,39.2,128.0,36.0,0.0,2.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,5.0,3.0,0.0,57.0,6.3,1.0,3.4,1,3205,0,2.0
0,1,529667,39.0,56.0,40.0,3.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,44.0,7.5,2.0,2.5,0,2113,1,0.0
1,1,533902,36.9,96.0,28.0,3.0,0.0,2.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,55.0,82.0,,2.0,1,3205,0,2.0
0,1,530001,38.6,88.0,28.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,7.0,2.0,,37.0,6.6,0.0,3.2,1,5400,1,0.0
0,1,528183,37.1,66.0,8.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,3.5,0.0,1.0,48.0,6.8,0.0,2.3,1,2208,1,2.0
0,1,535029,38.2,40.0,12.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,,0.0,33.0,51.0,0.0,2.0,0,1400,0,1.0
0,1,530693,37.8,48.0,30.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,37.0,6.5,2.0,2.6,1,2209,0,0.0
1,1,529304,37.7,84.0,48.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,7.5,0.0,1.0,63.0,8.4,1.0,2.0,1,2208,0,2.0
1,1,5287179,37.8,124.0,30.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,6.5,0.0,1.0,52.0,7.5,1.0,2.6,1,5124,0,2.0
1,1,530384,38.0,88.0,36.0,3.0,2.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,4.5,2.0,0.0,45.0,6.8,1.0,6.6,1,31110,1,2.0
1,1,528743,37.8,75.0,36.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,48.0,7.4,1.0,3.2,1,1400,0,2.0
1,1,529475,38.3,52.0,24.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,2.0,1.0,45.0,7.5,2.0,1.3,1,2207,0,0.0
1,1,530001,39.1,86.0,24.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,6.5,0.0,1.0,59.0,6.5,1.0,4.8,1,3205,0,2.0
1,1,528743,37.1,75.0,36.0,0.0,2.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,48.0,7.4,1.0,3.2,1,12208,0,2.0
1,1,528214,38.6,48.0,20.0,,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,,42.0,7.5,2.0,3.2,1,2205,1,2.0
0,1,534787,38.0,50.0,20.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,,3.0,36.0,61.0,2.0,2.0,0,0,1,0.0
1,1,527957,38.8,60.0,20.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,2.0,,52.0,7.0,1.0,6.0,0,3111,0,0.0
1,1,530366,38.2,96.0,20.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,5.2,1.0,1.0,47.0,6.2,2.0,5.3,1,31110,1,2.0
0,1,529461,40.3,114.0,36.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,1.0,57.0,8.1,1.0,4.5,1,7400,0,2.0
1,1,530526,37.6,48.0,30.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,35.0,7.5,0.0,2.8,1,3111,0,0.0
1,1,528469,38.1,52.0,24.0,2.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,7.0,1.0,,44.0,7.5,0.0,2.6,1,2206,0,2.0
0,1,529272,38.5,60.0,12.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,,7.0,,3.0,49.0,8.5,2.0,5.0,0,3111,1,0.0
0,1,533723,39.3,80.0,30.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,68.0,70.0,1.0,2.0,1,3025,0,0.0
1,1,526802,39.0,96.0,40.0,3.0,2.0,2.0,1.0,4.0,0.0,2.0,,2.0,5.3,0.0,0.0,43.0,7.5,0.0,2.0,1,3025,1,2.0
1,1,535163,37.8,78.0,20.0,3.0,2.0,1.0,0.0,,0.0,1.0,0.0,1.0,2.0,,,37.0,66.0,,2.0,1,2207,0,1.0
1,1,528214,37.2,72.0,30.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,44.0,6.0,0.0,3.6,1,2209,1,0.0
1,1,528668,38.1,60.0,24.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,43.0,6.1,0.0,3.6,1,2208,0,0.0
0,1,529461,36.1,114.0,48.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,,0.0,57.0,7.4,1.0,4.5,1,1400,1,2.0
1,1,522979,37.6,75.0,60.0,3.0,2.0,,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,45.0,8.5,0.0,1.0,1,4205,1,2.0
1,0,528931,38.1,84.0,36.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,7.2,0.0,0.0,57.0,8.0,1.0,4.3,1,3111,0,0.0
1,1,534403,38.3,40.0,20.0,,,,,,,,,1.0,1.0,,0.0,36.0,62.0,,2.0,0,2208,0,1.0
0,1,530561,38.3,112.0,24.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,,,57.0,4.5,1.0,2.6,0,400,1,0.0
0,1,533692,38.5,48.0,16.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,,34.0,64.0,2.0,1.0,0,0,0,0.0
0,1,528804,38.3,48.0,24.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,5.0,1.0,2.0,43.0,7.0,0.0,5.0,0,3111,1,0.0
0,1,5290482,39.5,84.0,20.0,3.0,2.0,4.0,1.0,5.0,2.0,2.0,0.0,2.0,6.5,2.0,0.0,35.0,6.7,0.0,1.5,1,4205,0,1.0
1,1,534756,37.1,80.0,36.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,65.0,82.0,1.0,2.0,0,1400,0,1.0
0,1,529461,40.3,84.0,36.0,3.0,2.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,57.0,8.1,1.0,4.5,1,3205,1,0.0
1,0,529685,37.5,66.0,40.0,1.0,2.0,4.0,0.0,5.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,35.0,5.5,1.0,2.6,1,5400,1,2.0
0,1,530401,36.7,108.0,36.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,4.5,3.0,,54.0,6.4,1.0,2.6,1,5400,0,2.0
0,1,529461,40.3,114.0,36.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,2.0,0.0,57.0,6.2,1.0,3.2,1,3205,0,2.0
0,1,529461,40.3,114.0,44.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,2.0,57.0,8.1,1.0,4.5,1,7111,1,1.0
1,1,535158,40.8,92.0,22.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,,1.0,2.0,0.0,1.0,65.0,65.0,1.0,2.0,1,2208,1,0.0
1,1,529777,39.9,60.0,24.0,3.0,2.0,1.0,0.0,5.0,0.0,2.0,0.0,2.0,4.5,,,47.0,7.2,0.0,2.0,1,3205,0,2.0
1,0,5294369,38.0,136.0,48.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,,,33.0,6.1,0.0,2.1,1,2124,1,0.0
1,1,528743,37.4,75.0,36.0,,,1.0,1.0,5.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,48.0,7.5,1.0,3.2,1,12208,1,2.0
1,1,529796,38.0,100.0,24.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,75.0,6.5,1.0,2.0,1,2209,0,1.0
0,1,5299629,37.8,52.0,12.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,3.0,,40.0,7.0,0.0,2.1,0,0,1,0.0
0,1,530670,37.7,88.0,24.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,,1.0,1.0,0.0,0.0,44.0,6.0,1.0,3.4,1,1400,1,2.0
1,1,5290481,38.0,64.0,28.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.5,2.0,1.0,44.0,5.5,0.0,3.9,1,2205,1,0.0
1,1,529461,38.5,72.0,44.0,3.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,4.5,0.0,1.0,53.0,8.6,0.0,4.3,1,2112,1,2.0
1,1,527463,37.3,96.0,18.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,,1.0,5.0,,1.0,69.0,8.9,1.0,6.0,1,2207,1,2.0
1,1,534756,38.2,96.0,20.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,41.0,65.0,1.0,2.0,1,3205,0,0.0
1,1,527883,38.5,129.0,48.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,4.5,,,48.0,7.4,0.0,2.6,1,2205,1,0.0
1,1,534053,38.2,100.0,51.0,3.0,2.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,2.0,,0.0,57.0,69.0,1.0,2.0,0,1400,0,1.0
1,1,535130,38.1,48.0,32.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,,37.0,6.0,0.0,3.3,1,6112,0,0.0
0,1,527463,40.3,114.0,36.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,6.5,0.0,1.0,68.0,7.6,1.0,4.7,1,2209,0,2.0
1,1,527563,38.5,52.0,24.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,5.7,3.0,0.0,48.0,6.6,2.0,3.7,1,5400,1,2.0
0,1,530002,39.2,108.0,51.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,66.0,13.0,1.0,2.0,0,4300,1,1.0
1,1,5290759,37.5,90.0,32.0,3.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,2.0,7.0,0.0,1.0,44.0,8.1,0.0,4.7,1,1400,0,2.0
1,1,529796,37.6,88.0,48.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,6.5,0.0,1.0,48.0,4.5,1.0,3.4,1,3205,1,2.0
1,1,533692,38.7,120.0,10.0,,,0.0,0.0,5.0,3.0,0.0,,1.0,1.0,2.0,2.0,34.0,75.0,2.0,1.0,1,3111,0,0.0
0,1,528996,38.6,52.0,12.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,1.0,,44.0,7.3,2.0,1.6,0,0,1,0.0
0,1,530242,37.2,108.0,12.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,,1.0,6.0,2.0,,52.0,8.2,1.0,7.4,1,2207,1,1.0
0,0,529642,37.0,88.0,36.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.8,1.0,,45.0,7.2,2.0,4.5,0,2112,1,0.0
1,1,528183,38.2,52.0,96.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,5.7,1.0,1.0,39.0,7.6,0.0,3.7,1,2208,1,0.0
1,1,530170,37.5,44.0,12.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,37.0,6.1,1.0,2.0,1,3209,0,2.0
1,1,528469,39.0,88.0,28.0,2.0,2.0,5.0,1.0,5.0,0.0,2.0,0.0,1.0,7.0,0.0,1.0,64.0,7.6,0.0,2.6,1,2208,0,2.0
1,1,5290481,37.2,60.0,18.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.5,0.0,1.0,32.0,6.2,2.0,3.7,1,2124,1,0.0
1,1,533836,38.3,52.0,16.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,68.0,64.0,1.0,2.0,1,31110,1,0.0
1,1,534069,38.0,48.0,16.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,,52.0,6.6,0.0,1.0,0,5206,0,1.0
1,1,534145,37.1,76.0,20.0,2.0,2.0,3.0,0.0,4.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,52.0,75.0,1.0,2.0,1,3205,0,1.0
0,1,529888,37.6,40.0,12.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,47.0,7.0,1.0,3.0,0,400,1,0.0
0,1,528548,37.8,52.0,24.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,1.0,,32.0,6.2,2.0,5.0,0,0,1,0.0
0,1,528743,36.8,52.0,44.0,2.0,0.0,4.0,0.0,1.0,2.0,,0.0,1.0,7.5,2.0,3.0,48.0,8.5,0.0,2.5,0,5000,1,0.0
1,1,530544,38.1,70.0,32.0,3.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,32.0,6.0,0.0,3.9,1,3111,1,0.0
1,1,527758,39.1,100.0,36.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,7.5,0.0,1.0,54.0,6.2,1.0,3.6,1,2206,0,0.0
1,1,527706,38.1,60.0,12.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,7.0,3.0,2.0,47.0,6.1,2.0,3.3,1,7209,1,2.0
1,0,529388,38.0,112.0,24.0,3.0,2.0,2.0,1.0,4.0,0.0,3.0,0.0,2.0,4.5,0.0,1.0,75.0,4.5,1.0,3.3,1,2207,1,2.0
1,0,529461,37.1,84.0,36.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,47.0,6.1,1.0,4.3,1,5400,1,2.0
1,1,528548,38.0,60.0,16.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,40.0,6.0,0.0,3.6,1,2209,1,0.0
0,1,527563,38.6,108.0,18.0,3.0,2.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,5.7,0.0,1.0,50.0,7.6,1.0,4.8,1,2208,0,2.0
1,1,534004,38.0,88.0,20.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,,1.0,43.0,75.0,1.0,2.0,1,2209,0,1.0
0,1,528742,39.3,66.0,16.0,2.0,2.0,1.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,1.0,0.0,48.0,8.1,0.0,7.0,0,0,0,0.0
1,1,535029,37.5,112.0,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,54.0,57.0,1.0,2.0,1,4205,0,1.0
1,1,528298,36.5,72.0,24.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,65.0,7.0,1.0,3.4,1,5400,1,2.0
1,0,5290409,39.1,164.0,84.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,2.0,,48.0,7.2,1.0,5.3,1,2208,1,2.0
1,1,530478,38.5,86.0,12.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,4.4,0.0,0.0,45.0,6.5,1.0,2.8,1,3209,0,2.0
1,0,5291719,38.3,164.0,84.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,1.0,1.0,5.2,0.0,,48.0,7.5,,5.2,1,1400,1,2.0
1,1,529498,38.2,66.0,24.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,5.3,0.0,0.0,47.0,7.0,1.0,2.0,1,3111,1,0.0
0,1,529461,40.3,114.0,36.0,0.0,2.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,4.5,0.0,0.0,57.0,8.1,1.0,5.3,0,3205,1,2.0
1,1,527518,36.6,96.0,12.0,3.0,2.0,1.0,1.0,5.0,0.0,2.0,0.0,1.0,2.0,,1.0,66.0,8.6,1.0,3.4,1,2112,0,0.0
0,0,529642,38.1,84.0,40.0,3.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,1.0,4.0,3.0,1.0,47.0,4.5,1.0,1.6,0,0,1,2.0
1,1,528570,38.9,64.0,21.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,,43.0,7.0,0.0,3.6,1,2209,1,0.0
1,1,535029,39.1,100.0,51.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,50.0,7.5,0.0,1.0,1,5400,0,1.0
0,1,529685,37.3,64.0,30.0,3.0,2.0,,0.0,4.0,2.0,1.0,,1.0,4.5,0.0,,39.0,6.7,1.0,4.5,0,1400,1,2.0
0,1,529424,38.9,60.0,16.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,7.0,1.0,2.0,49.0,5.9,0.0,7.0,0,0,1,0.0
0,1,529373,37.8,88.0,16.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,5.5,1.0,0.0,55.0,6.0,0.0,1.0,1,3205,0,1.0
0,1,530242,37.2,108.0,12.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,6.0,2.0,1.0,52.0,8.2,1.0,2.0,1,2208,0,1.0
1,1,528742,38.4,80.0,32.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,7.0,0.0,1.0,52.0,6.6,1.0,4.1,1,2208,0,2.0
1,1,529642,38.5,88.0,30.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,5.5,0.0,1.0,50.0,7.5,1.0,4.1,1,2206,0,2.0
